"datasetS","uriS","hdtS","datasetT","uriT","hdtT","cDatatypesS","cDatatypesT"
"models/cs_metadata_2.rdf","http://citeseer.rkbexplorer.com/id/resource-CS205432","http://download.lodlaundromat.org/9e72ab8693f3de3d077d7f794e97fe0d?type=hdt","models/cs_metadata_2.rdf","http://ibm.rkbexplorer.com/id/tech-report-65dc4e292c00bb7b3e30ab52ace99474","http://download.lodlaundromat.org/9e72ab8693f3de3d077d7f794e97fe0d?type=hdt","2","1"
"models/cs_metadata_3.rdf","http://citeseer.rkbexplorer.com/id/resource-CS360661","http://download.lodlaundromat.org/44e189981cb2c0e1376ba5e2514e77d7?type=hdt","models/cs_metadata_3.rdf","http://ibm.rkbexplorer.com/id/inproceedings-8c9077094d8e66d759af900c54be9e82","http://download.lodlaundromat.org/44e189981cb2c0e1376ba5e2514e77d7?type=hdt","2","2"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-058.gz","http://citeseer.rkbexplorer.com/id/resource-CS458166","http://download.lodlaundromat.org/b7081efa178bc4ab3ff3a6ef5abac9b2?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-058.gz","http://ibm.rkbexplorer.com/id/inproceedings-25cd9929ade9f962a406af147675f070","http://download.lodlaundromat.org/b7081efa178bc4ab3ff3a6ef5abac9b2?type=hdt","2","2"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://citeseer.rkbexplorer.com/id/resource-CS545481","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://ibm.rkbexplorer.com/id/tech-report-8f4e611108e87b34a87890183b87b2ca","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","3","1"
"models/cs_metadata_4.rdf","http://citeseer.rkbexplorer.com/id/resource-CS404866","http://download.lodlaundromat.org/364cbc9e0ebaaafba04d235b360ac584?type=hdt","models/cs_metadata_4.rdf","http://ibm.rkbexplorer.com/id/inproceedings-e53859c1708d972e3bc35b74743869e9","http://download.lodlaundromat.org/364cbc9e0ebaaafba04d235b360ac584?type=hdt","2","2"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://citeseer.rkbexplorer.com/id/resource-CS458875","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://ibm.rkbexplorer.com/id/inproceedings-ea51fcfdc0798a43dc5cd1ce25f746d5","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","3","3"
"models/cs_metadata_4.rdf","http://citeseer.rkbexplorer.com/id/resource-CS459316","http://download.lodlaundromat.org/364cbc9e0ebaaafba04d235b360ac584?type=hdt","models/cs_metadata_4.rdf","http://ibm.rkbexplorer.com/id/article-e3ab54416902419fcd4c12f5a4db2e36","http://download.lodlaundromat.org/364cbc9e0ebaaafba04d235b360ac584?type=hdt","2","4"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://citeseer.rkbexplorer.com/id/resource-CS471313","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://ibm.rkbexplorer.com/id/tech-report-758f1c6f3ccdfe4dbacfb476f9c65a46","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","3","2"
"models/cs_metadata_5.rdf","http://citeseer.rkbexplorer.com/id/resource-CS546034","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","models/cs_metadata_5.rdf","http://ibm.rkbexplorer.com/id/tech-report-9f3ad91a14e0b609148a6b2379ec0a3f","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","2","2"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://citeseer.rkbexplorer.com/id/resource-CS545588","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://ibm.rkbexplorer.com/id/inproceedings-ff6cb0a66740fc9775d3947b5245dabd","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","2","1"
"models/cs_metadata_2.rdf","http://citeseer.rkbexplorer.com/id/resource-CS315351","http://download.lodlaundromat.org/9e72ab8693f3de3d077d7f794e97fe0d?type=hdt","models/cs_metadata_2.rdf","http://ibm.rkbexplorer.com/id/article-f20c3c9363028fc4bb603044e96f826a","http://download.lodlaundromat.org/9e72ab8693f3de3d077d7f794e97fe0d?type=hdt","2","4"
"models/cs_metadata_2.rdf","http://citeseer.rkbexplorer.com/id/resource-CS59531","http://download.lodlaundromat.org/9e72ab8693f3de3d077d7f794e97fe0d?type=hdt","models/cs_metadata_2.rdf","http://ibm.rkbexplorer.com/id/article-c76f7aa3103a6634fe3d5e3814e2d03c","http://download.lodlaundromat.org/9e72ab8693f3de3d077d7f794e97fe0d?type=hdt","2","1"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://citeseer.rkbexplorer.com/id/resource-CS87710","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://ibm.rkbexplorer.com/id/inproceedings-fca048bb160aa9ef364324539064bc97","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","3","2"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://citeseer.rkbexplorer.com/id/resource-CS363876","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://ibm.rkbexplorer.com/id/inproceedings-8fa3bcfc949c96b0465e8d6e440cece6","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","3","2"
"models/cs_metadata_5.rdf","http://citeseer.rkbexplorer.com/id/resource-CS545944","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","models/cs_metadata_5.rdf","http://ibm.rkbexplorer.com/id/inproceedings-a8863735cf095118876660f376e4ef04","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","2","1"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-020.gz","http://citeseer.rkbexplorer.com/id/resource-CS387545","http://download.lodlaundromat.org/f1c94aede816e06444382be01843e5bb?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-020.gz","http://ibm.rkbexplorer.com/id/tech-report-a0eae9dd28dfabe6935b928993249b9a","http://download.lodlaundromat.org/f1c94aede816e06444382be01843e5bb?type=hdt","3","2"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://citeseer.rkbexplorer.com/id/resource-CS545414","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://ibm.rkbexplorer.com/id/inproceedings-1884f7af2e851a7ac1b3b3732584e35d","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","2","1"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-020.gz","http://citeseer.rkbexplorer.com/id/resource-CS297161","http://download.lodlaundromat.org/f1c94aede816e06444382be01843e5bb?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-020.gz","http://ibm.rkbexplorer.com/id/inproceedings-e2e281725d2687c7fd87d97aca266a62","http://download.lodlaundromat.org/f1c94aede816e06444382be01843e5bb?type=hdt","2","3"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://citeseer.rkbexplorer.com/id/resource-CS43196","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://ibm.rkbexplorer.com/id/article-8dd0c66b5ccc6923d6c6ee2c9f3400f4","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","2","4"
"models/cs_metadata_5.rdf","http://citeseer.rkbexplorer.com/id/resource-CS547674","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","models/cs_metadata_5.rdf","http://ibm.rkbexplorer.com/id/inproceedings-5d8086d18942f81e1a5f8e0ba7f6d4c2","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","2","2"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://citeseer.rkbexplorer.com/id/resource-CS65161","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://ibm.rkbexplorer.com/id/article-f41418231cbf62ff9a83d9347cfa4207","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","3","4"
"models/cs_metadata_5.rdf","http://citeseer.rkbexplorer.com/id/resource-CS544234","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","models/cs_metadata_5.rdf","http://ibm.rkbexplorer.com/id/article-93100b32c3e786c471fa66eb59428ba1","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","2","4"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://citeseer.rkbexplorer.com/id/resource-CS329133","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://ibm.rkbexplorer.com/id/article-49d63240eff5183aa519b9101f0942f4","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","3","4"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-077.gz","http://citeseer.rkbexplorer.com/id/resource-CS443330","http://download.lodlaundromat.org/218e02ed5d83d1b53f5e8499cf36e3dd?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-077.gz","http://ibm.rkbexplorer.com/id/inproceedings-897c266dfc171e5d602f7da7551fb054","http://download.lodlaundromat.org/218e02ed5d83d1b53f5e8499cf36e3dd?type=hdt","3","2"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://citeseer.rkbexplorer.com/id/resource-CS99445","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://ibm.rkbexplorer.com/id/tech-report-855ddd18abcb0cb109e532468d3f6bcf","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","2","1"
"models/cs_metadata_2.rdf","http://citeseer.rkbexplorer.com/id/resource-CS233699","http://download.lodlaundromat.org/9e72ab8693f3de3d077d7f794e97fe0d?type=hdt","models/cs_metadata_2.rdf","http://ibm.rkbexplorer.com/id/article-2460b35e9f8cc8f4836a4a3dbb0372da","http://download.lodlaundromat.org/9e72ab8693f3de3d077d7f794e97fe0d?type=hdt","2","4"
"models/cs_metadata_5.rdf","http://citeseer.rkbexplorer.com/id/resource-CS64084","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","models/cs_metadata_5.rdf","http://ibm.rkbexplorer.com/id/inproceedings-647f786ad308f449b4bc198257525900","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","3","2"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-020.gz","http://citeseer.rkbexplorer.com/id/resource-CS383927","http://download.lodlaundromat.org/f1c94aede816e06444382be01843e5bb?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-020.gz","http://ibm.rkbexplorer.com/id/inproceedings-13adae63ece56cb4395abfb3ff5cd7d0","http://download.lodlaundromat.org/f1c94aede816e06444382be01843e5bb?type=hdt","2","2"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-097.gz","http://citeseer.rkbexplorer.com/id/resource-CS327235","http://download.lodlaundromat.org/b4a58165298d8476926d4ea78c6051c9?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-097.gz","http://ibm.rkbexplorer.com/id/article-2879b44cd698ec70af424c9641abf7e5","http://download.lodlaundromat.org/b4a58165298d8476926d4ea78c6051c9?type=hdt","2","4"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-020.gz","http://citeseer.rkbexplorer.com/id/resource-CS457688","http://download.lodlaundromat.org/f1c94aede816e06444382be01843e5bb?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-020.gz","http://ibm.rkbexplorer.com/id/inproceedings-4b0b4390378b84633e7d7ff838968767","http://download.lodlaundromat.org/f1c94aede816e06444382be01843e5bb?type=hdt","4","1"
"models/cs_metadata_5.rdf","http://citeseer.rkbexplorer.com/id/resource-CS546307","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","models/cs_metadata_5.rdf","http://ibm.rkbexplorer.com/id/inproceedings-f7765ee7a6916096c2be9cb45fe5d2b4","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","2","1"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://citeseer.rkbexplorer.com/id/resource-CS317271","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://ibm.rkbexplorer.com/id/inproceedings-010b502eba2b325a3176b5d6d205139a","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","2","3"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://citeseer.rkbexplorer.com/id/resource-CS421303","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://ibm.rkbexplorer.com/id/misc-2d19b17502defca21241d124c721187a","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","2","1"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-058.gz","http://citeseer.rkbexplorer.com/id/resource-CS442305","http://download.lodlaundromat.org/b7081efa178bc4ab3ff3a6ef5abac9b2?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-058.gz","http://ibm.rkbexplorer.com/id/article-f29dd49b3c94b7655b07460dc669cb55","http://download.lodlaundromat.org/b7081efa178bc4ab3ff3a6ef5abac9b2?type=hdt","3","4"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-058.gz","http://citeseer.rkbexplorer.com/id/resource-CS545772","http://download.lodlaundromat.org/b7081efa178bc4ab3ff3a6ef5abac9b2?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-058.gz","http://ibm.rkbexplorer.com/id/article-4b76b8f5edb7f675929695e5c1043c3d","http://download.lodlaundromat.org/b7081efa178bc4ab3ff3a6ef5abac9b2?type=hdt","2","4"
"models/cs_metadata_4.rdf","http://citeseer.rkbexplorer.com/id/resource-CS416968","http://download.lodlaundromat.org/364cbc9e0ebaaafba04d235b360ac584?type=hdt","models/cs_metadata_4.rdf","http://ibm.rkbexplorer.com/id/inproceedings-f9265e050c93b5ea78842542b271afb9","http://download.lodlaundromat.org/364cbc9e0ebaaafba04d235b360ac584?type=hdt","2","1"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://citeseer.rkbexplorer.com/id/resource-CS441732","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://ibm.rkbexplorer.com/id/inproceedings-e2b3231f4357e5e7e96e73a0e36b88e7","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","3","3"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://citeseer.rkbexplorer.com/id/resource-CS298125","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-001.gz","http://ibm.rkbexplorer.com/id/tech-report-9cd229941da4b15413c1ff4664dadc00","http://download.lodlaundromat.org/4cd7e62eb7f8db7888f92200ccc930f6?type=hdt","2","1"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-000.gz","http://citeseer.rkbexplorer.com/id/resource-CS116366","http://download.lodlaundromat.org/02ada6557a373c81623aa80048e87bce?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-000.gz","http://ibm.rkbexplorer.com/id/article-26a43c1cf501a4cb15b36086c2d1d677","http://download.lodlaundromat.org/02ada6557a373c81623aa80048e87bce?type=hdt","2","5"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://citeseer.rkbexplorer.com/id/resource-CS544541","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://ibm.rkbexplorer.com/id/inproceedings-fc8a5cd6ac01b5af47c807ddce75e0de","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","3","2"
"models/cs_metadata_5.rdf","http://citeseer.rkbexplorer.com/id/resource-CS570868","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","models/cs_metadata_5.rdf","http://ibm.rkbexplorer.com/id/inproceedings-08deaa25ce1cc37d8fa089024cc78e24","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","2","2"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-058.gz","http://citeseer.rkbexplorer.com/id/resource-CS116606","http://download.lodlaundromat.org/b7081efa178bc4ab3ff3a6ef5abac9b2?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-058.gz","http://ibm.rkbexplorer.com/id/inproceedings-dffa341505fe225366f25abbf5a0e657","http://download.lodlaundromat.org/b7081efa178bc4ab3ff3a6ef5abac9b2?type=hdt","2","1"
"models/cs_metadata_5.rdf","http://citeseer.rkbexplorer.com/id/resource-CS547496","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","models/cs_metadata_5.rdf","http://ibm.rkbexplorer.com/id/inproceedings-5fa71c8e0a9ccc7bbd471d6a1e4d3c05","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","3","1"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://citeseer.rkbexplorer.com/id/resource-CS158317","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://ibm.rkbexplorer.com/id/inproceedings-c4963cf08f77fb4ca3978b3b246b7197","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","2","1"
"models/cs_metadata_5.rdf","http://citeseer.rkbexplorer.com/id/resource-CS495261","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","models/cs_metadata_5.rdf","http://ibm.rkbexplorer.com/id/article-51da819cf03c62b2757017a7dfac0d92","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","2","4"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-020.gz","http://citeseer.rkbexplorer.com/id/resource-CS68493","http://download.lodlaundromat.org/f1c94aede816e06444382be01843e5bb?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-020.gz","http://ibm.rkbexplorer.com/id/article-0fa9bd46b3fb6780d5000695b6c1ea7c","http://download.lodlaundromat.org/f1c94aede816e06444382be01843e5bb?type=hdt","3","4"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://citeseer.rkbexplorer.com/id/resource-CS544532","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://ibm.rkbexplorer.com/id/tech-report-5ab9201da0bcd104f42d0824d983571a","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","2","1"
"models/cs_metadata_5.rdf","http://citeseer.rkbexplorer.com/id/resource-CS546163","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","models/cs_metadata_5.rdf","http://ibm.rkbexplorer.com/id/inproceedings-baee5d83e55d68a162a211723ea7d148","http://download.lodlaundromat.org/c21a5006dd29d362b28a0350ea25e28c?type=hdt","2","1"
"http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://citeseer.rkbexplorer.com/id/resource-CS90778","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","http://km.aifb.kit.edu/projects/btc-2009/btc-2009-chunk-039.gz","http://ibm.rkbexplorer.com/id/tech-report-69e76d62bf6f6324a4d7db21be79bda1","http://download.lodlaundromat.org/15b06d92ae660ffdcff9690c3d6f5185?type=hdt","3","1"
